payment_id,order_id,payment_method,amount,payment_date
32872,32872,Bank Transfer,449.68,2026-03-10
32873,32873,Credit Card,382.23,2024-09-30
32874,32874,Paypal,1163.3,2025-06-13
32875,32875,Credit Card,1520.0,2026-02-27
32876,32876,Bank Transfer,484.59,2025-12-23
32877,32877,Bank Transfer,909.08,2025-06-01
32878,32878,Bank Transfer,104.58,2025-12-26
32879,32879,Bank Transfer,629.1,2025-12-14
32880,32880,Bank Transfer,,2025-06-29
32881,32881,Paypal,703.94,2026-03-25
32882,32882,Credit Card,398.7,2024-12-23
32883,32883,Paypal,476.29,2025-02-18
32884,32884,Bank Transfer,1422.88,2025-08-28
32885,32885,Bank Transfer,1351.74,2025-04-13
32886,32886,Credit Card,257.85,2025-04-07
32887,32887,Credit Card,144.59,2024-08-11
32888,32888,Paypal,183.38,2026-05-07
32889,32889,Paypal,444.68999999999994,2026-04-16
32890,32890,Bank Transfer,2399.6,2025-02-14
32891,32891,Bank Transfer,425.34,2025-01-03
32892,32892,Credit Card,610.7,2025-11-30
32893,32893,Credit Card,457.88,2025-07-14
32894,32894,Credit Card,332.38,2024-12-27
32895,32895,Bank Transfer,694.58,2025-02-03
32896,32896,Bank Transfer,397.9,2026-01-17
32897,32897,Bank Transfer,1996.12,2025-01-09
32898,32898,Bank Transfer,16.74,2025-09-09
32899,32899,Paypal,916.7,2025-10-15
32900,32900,Bank Transfer,54.27,2025-01-10
32901,32901,Paypal,707.16,2025-09-22
32902,32902,Credit Card,281.41,2025-10-22
32903,32903,Paypal,1211.28,2026-02-06
32904,32904,Bank Transfer,771.24,2024-10-30
32905,32905,Paypal,137.7,2025-06-16
32906,32906,Paypal,1699.25,2025-05-25
32907,32907,Bank Transfer,1463.16,2026-05-21
32908,32908,Paypal,770.67,2024-12-10
32909,32909,Paypal,37.2,2025-02-28
32910,32910,Credit Card,,2025-04-17
32911,32911,Bank Transfer,110.0,2026-04-26
32912,32912,Bank Transfer,328.48,2024-09-26
32913,32913,Paypal,543.0600000000001,2026-03-14
32914,32914,Bank Transfer,1273.32,2025-10-06
32915,32915,Credit Card,40.349999999999994,2024-09-24
32916,32916,Paypal,957.4499999999999,2025-12-24
32917,32917,Paypal,1477.45,2025-06-25
32918,32918,Bank Transfer,1069.0,2025-03-14
32919,32919,Bank Transfer,180.0,2025-09-09
32920,32920,Bank Transfer,968.68,2024-12-10
32921,32921,Bank Transfer,388.26,2025-10-11
32922,32922,Credit Card,116.72,2025-02-04
32923,32923,Paypal,712.86,2025-07-07
32924,32924,Bank Transfer,,2026-04-18
32925,32925,Credit Card,1222.53,2024-06-24
32926,32926,Credit Card,377.48,2025-11-27
32927,32927,Bank Transfer,1888.4,2024-10-03
32928,32928,Bank Transfer,41.83,2025-11-21
32929,32929,Paypal,453.36,2024-07-09
32930,32930,Paypal,977.42,2025-10-06
32931,32931,Paypal,208.38,2025-11-05
32932,32932,Paypal,1406.1000000000001,2024-10-13
32933,32933,Credit Card,192.78,2026-01-17
32934,32934,Credit Card,1259.76,2025-01-13
32935,32935,Credit Card,598.96,2025-01-18
32936,32936,Paypal,592.86,2026-05-27
32937,32937,Paypal,859.04,2025-01-16
32938,32938,Credit Card,,2025-04-19
32939,32939,Paypal,336.51,2025-09-18
32940,32940,Bank Transfer,1215.35,2025-01-03
32941,32941,Paypal,848.14,2024-11-04
32942,32942,Bank Transfer,552.44,2024-06-07
32943,32943,Bank Transfer,350.76,2025-03-19
32944,32944,Paypal,241.33,2024-11-17
32945,32945,Credit Card,1242.24,2026-02-10
32946,32946,Credit Card,332.61,2024-11-06
32947,32947,Bank Transfer,746.1,2026-05-28
32948,32948,Bank Transfer,405.63,2025-05-16
32949,32949,Paypal,2213.65,2026-05-29
32950,32950,Paypal,26.55,2024-07-22
32951,32951,Bank Transfer,476.36,2025-03-14
32952,32952,Credit Card,589.77,2024-11-25
32953,32953,Paypal,940.12,2024-10-20
32954,32954,Credit Card,493.46,2025-03-20
32955,32955,Bank Transfer,620.64,2025-05-29
32956,32956,Credit Card,1107.69,2025-09-22
32957,32957,Credit Card,448.28,2024-09-17
32958,32958,Credit Card,1045.96,2025-04-04
32959,32959,Credit Card,861.36,2024-12-11
32960,32960,Bank Transfer,993.96,2024-09-30
32961,32961,Paypal,786.8,2025-10-21
32962,32962,Paypal,931.4100000000001,2025-12-07
32963,32963,Credit Card,,2026-04-09
32964,32964,Paypal,1722.72,2024-08-05
32965,32965,Credit Card,776.2,2024-11-18
32966,32966,Credit Card,197.45000000000002,2025-04-19
32967,32967,Credit Card,484.59,2026-05-30
32968,32968,Credit Card,792.1800000000001,2025-12-30
32969,32969,Credit Card,141.08,2026-01-04
32970,32970,Bank Transfer,303.8,2025-01-22
32971,32971,Bank Transfer,65.93,2024-07-17
32972,32972,Paypal,45.0,2024-08-16
32973,32973,Bank Transfer,1443.3000000000002,2025-10-24
32974,32974,Bank Transfer,237.14,2024-09-01
32975,32975,Paypal,1316.43,2024-12-25
32976,32976,Paypal,481.2,2024-06-23
32977,32977,Bank Transfer,1491.3600000000001,2025-07-05
32978,32978,Bank Transfer,477.34,2025-01-06
32979,32979,Bank Transfer,1242.24,2025-05-19
32980,32980,Credit Card,646.8000000000001,2025-09-10
32981,32981,Bank Transfer,796.0,2024-11-23
32982,32982,Bank Transfer,13.78,2024-12-09
32983,32983,Paypal,1592.9499999999998,2026-02-16
32984,32984,Bank Transfer,1497.09,2025-10-25
32985,32985,Paypal,519.0999999999999,2025-01-02
32986,32986,Bank Transfer,632.88,2024-12-10
32987,32987,Credit Card,1295.64,2024-08-28
32988,32988,Bank Transfer,1996.12,2025-05-28
32989,32989,Bank Transfer,479.68,2025-04-17
32990,32990,Credit Card,1040.0,2025-08-21
32991,32991,Credit Card,646.8000000000001,2025-12-28
32992,32992,Bank Transfer,1658.52,2025-05-05
32993,32993,Paypal,658.11,2025-11-17
32994,32994,Bank Transfer,234.12,2024-07-31
32995,32995,Paypal,1858.85,2025-02-10
32996,32996,Bank Transfer,594.99,2024-09-15
32997,32997,Paypal,1370.04,2024-09-02
32998,32998,Bank Transfer,125.49,2025-07-05
32999,32999,Credit Card,1143.76,2025-08-08
33000,33000,Paypal,1595.5,2024-09-03
33001,33001,Paypal,689.4499999999999,2024-08-09
33002,33002,Bank Transfer,423.56,2026-03-01
33003,33003,Bank Transfer,638.2,2025-12-26
33004,33004,Credit Card,,2025-04-16
33005,33005,Bank Transfer,49.019999999999996,2025-09-05
33006,33006,Bank Transfer,1181.96,2024-08-05
33007,33007,Bank Transfer,333.8,2024-09-14
33008,33008,Credit Card,884.22,2024-12-27
33009,33009,Paypal,261.28,2026-05-23
33010,33010,Bank Transfer,1624.7,2025-10-11
33011,33011,Credit Card,688.47,2026-02-04
33012,33012,Paypal,398.01,2025-07-31
33013,33013,Paypal,1625.8,2025-07-12
33014,33014,Paypal,1577.15,2025-09-20
33015,33015,Paypal,426.53,2025-08-10
33016,33016,Credit Card,1084.04,2025-04-25
33017,33017,Paypal,188.02,2025-02-24
33018,33018,Paypal,1174.71,2024-10-08
33019,33019,Bank Transfer,975.24,2024-10-25
33020,33020,Credit Card,,2026-03-23
33021,33021,Credit Card,9.59,2026-02-24
33022,33022,Bank Transfer,61.980000000000004,2026-03-31
33023,33023,Bank Transfer,173.45,2024-07-29
33024,33024,Bank Transfer,848.5,2025-01-03
33025,33025,Credit Card,645.06,2026-04-20
33026,33026,Paypal,178.84,2024-07-30
33027,33027,Credit Card,819.1800000000001,2026-02-02
33028,33028,Paypal,35.84,2024-08-30
33029,33029,Bank Transfer,153.04,2024-11-30
33030,33030,Bank Transfer,781.55,2024-08-07
33031,33031,Paypal,221.39999999999998,2026-01-13
33032,33032,Paypal,789.75,2025-02-20
33033,33033,Paypal,863.12,2024-12-03
33034,33034,Credit Card,1070.96,2024-11-27
33035,33035,Paypal,217.08,2025-10-22
33036,33036,Paypal,793.32,2024-11-26
33037,33037,Bank Transfer,848.14,2024-10-05
33038,33038,Paypal,168.54,2025-04-02
33039,33039,Credit Card,1269.54,2024-06-06
33040,33040,Bank Transfer,443.26,2025-09-04
33041,33041,Bank Transfer,1249.55,2025-10-25
33042,33042,Credit Card,521.5,2026-05-30
33043,33043,Paypal,400.56,2025-06-15
33044,33044,Credit Card,2328.6000000000004,2026-04-16
33045,33045,Bank Transfer,1670.4,2025-09-21
33046,33046,Paypal,171.36,2025-08-04
33047,33047,Credit Card,1281.0,2025-10-03
33048,33048,Paypal,2314.4,2024-10-03
33049,33049,Bank Transfer,198.1,2024-09-07
33050,33050,Bank Transfer,1720.05,2024-07-13
33051,33051,Credit Card,838.56,2026-02-13
33052,33052,Paypal,706.52,2024-10-28
33053,33053,Credit Card,461.11,2026-02-03
33054,33054,Credit Card,1164.4499999999998,2024-07-16
33055,33055,Bank Transfer,341.28,2025-03-05
33056,33056,Paypal,165.56,2025-04-02
33057,33057,Credit Card,437.68,2024-12-11
33058,33058,Bank Transfer,647.82,2024-08-07
33059,33059,Paypal,1058.19,2025-11-27
33060,33060,Paypal,334.75,2025-11-15
33061,33061,Bank Transfer,248.76,2025-09-24
33062,33062,Credit Card,878.76,2025-09-11
33063,33063,Credit Card,376.8,2024-08-24
33064,33064,Credit Card,850.68,2026-02-19
33065,33065,Credit Card,506.15999999999997,2026-02-07
33066,33066,Credit Card,1292.96,2026-02-26
33067,33067,Credit Card,146.51,2025-05-12
33068,33068,Paypal,860.1999999999999,2025-08-17
33069,33069,Credit Card,561.36,2026-01-11
33070,33070,Paypal,1242.3899999999999,2024-10-19
33071,33071,Credit Card,940.12,2025-11-24
33072,33072,Bank Transfer,633.66,2025-02-27
33073,33073,Bank Transfer,,2025-04-13
33074,33074,Paypal,424.62,2025-06-23
33075,33075,Credit Card,1379.28,2025-02-24
33076,33076,Credit Card,915.16,2025-06-01
33077,33077,Paypal,624.42,2024-09-17
33078,33078,Bank Transfer,,2025-03-07
33079,33079,Paypal,887.6,2024-09-07
33080,33080,Bank Transfer,802.89,2026-04-26
33081,33081,Paypal,390.83,2025-12-08
33082,33082,Bank Transfer,177.26,2025-01-24
33083,33083,Paypal,802.38,2024-07-15
33084,33084,Paypal,1353.84,2026-03-27
33085,33085,Paypal,1528.24,2024-08-17
33086,33086,Paypal,1299.76,2025-05-06
33087,33087,Credit Card,279.52,2026-02-05
33088,33088,Paypal,557.92,2024-09-25
33089,33089,Bank Transfer,1411.0500000000002,2026-05-29
33090,33090,Paypal,322.95000000000005,2025-05-26
33091,33091,Bank Transfer,618.24,2025-04-25
33092,33092,Paypal,340.62,2025-03-17
33093,33093,Credit Card,399.6,2025-11-06
33094,33094,Bank Transfer,,2026-01-04
33095,33095,Bank Transfer,709.88,2025-04-06
33096,33096,Credit Card,102.08,2025-11-22
33097,33097,Paypal,210.24,2024-09-02
33098,33098,Credit Card,377.48,2024-11-01
33099,33099,Bank Transfer,363.91,2024-07-31
33100,33100,Bank Transfer,61.12,2025-11-14
33101,33101,Credit Card,867.36,2024-08-25
33102,33102,Credit Card,981.81,2024-10-16
33103,33103,Credit Card,1539.64,2024-08-04
33104,33104,Credit Card,384.95,2024-10-04
33105,33105,Bank Transfer,1355.0,2024-09-02
33106,33106,Bank Transfer,451.77,2026-01-12
33107,33107,Credit Card,1017.81,2025-12-15
33108,33108,Bank Transfer,315.4,2024-11-24
33109,33109,Credit Card,525.48,2024-12-23
33110,33110,Bank Transfer,,2025-04-01
33111,33111,Paypal,429.52,2024-12-04
33112,33112,Credit Card,105.81,2024-12-02
33113,33113,Credit Card,1416.3000000000002,2025-03-13
33114,33114,Paypal,131.37,2025-11-02
33115,33115,Bank Transfer,969.18,2024-11-12
33116,33116,Bank Transfer,1348.28,2025-09-06
33117,33117,Credit Card,1336.92,2025-11-30
33118,33118,Bank Transfer,572.97,2025-07-23
33119,33119,Paypal,865.32,2026-04-13
33120,33120,Bank Transfer,1392.8700000000001,2025-11-27
33121,33121,Paypal,202.64999999999998,2024-10-05
33122,33122,Credit Card,421.9,2025-01-05
33123,33123,Bank Transfer,965.8799999999999,2025-04-07
33124,33124,Paypal,40.8,2024-11-18
33125,33125,Paypal,93.22,2025-08-19
33126,33126,Paypal,1528.24,2025-05-17
33127,33127,Credit Card,1376.04,2024-07-09
33128,33128,Paypal,113.02,2026-03-01
33129,33129,Credit Card,545.4000000000001,2025-12-14
33130,33130,Credit Card,459.76,2025-07-22
33131,33131,Bank Transfer,1429.92,2025-09-09
33132,33132,Bank Transfer,245.45000000000002,2025-08-11
33133,33133,Bank Transfer,712.36,2025-03-25
33134,33134,Paypal,114.47,2024-12-24
33135,33135,Paypal,357.39,2025-12-15
33136,33136,Paypal,524.86,2025-04-28
33137,33137,Bank Transfer,730.9,2026-03-31
33138,33138,Paypal,,2025-03-02
33139,33139,Credit Card,,2026-05-11
33140,33140,Credit Card,104.0,2026-01-03
33141,33141,Bank Transfer,221.74,2025-11-27
33142,33142,Paypal,901.16,2024-12-25
33143,33143,Bank Transfer,134.76,2024-09-12
33144,33144,Credit Card,1862.88,2025-08-31
33145,33145,Bank Transfer,246.73,2026-01-30
33146,33146,Paypal,229.46,2025-03-14
33147,33147,Paypal,316.74,2026-01-01
33148,33148,Credit Card,1387.92,2024-09-24
33149,33149,Credit Card,314.93,2024-11-18
33150,33150,Credit Card,201.45,2025-12-31
33151,33151,Paypal,711.42,2025-01-01
33152,33152,Paypal,361.76,2024-06-09
33153,33153,Paypal,790.8,2024-11-06
33154,33154,Bank Transfer,280.68,2025-12-12
33155,33155,Paypal,905.12,2025-04-26
33156,33156,Paypal,814.77,2026-01-22
33157,33157,Paypal,728.73,2025-10-31
33158,33158,Credit Card,727.2,2025-01-15
33159,33159,Paypal,261.76,2025-10-03
33160,33160,Credit Card,405.32,2026-03-28
33161,33161,Bank Transfer,2474.9,2026-01-25
33162,33162,Credit Card,290.34,2024-08-30
33163,33163,Paypal,875.3,2025-12-30
33164,33164,Paypal,877.62,2024-10-05
33165,33165,Credit Card,812.9,2026-05-24
33166,33166,Credit Card,83.54,2026-01-26
33167,33167,Bank Transfer,425.19,2026-04-16
33168,33168,Credit Card,1378.76,2026-02-06
33169,33169,Bank Transfer,466.88,2025-01-08
33170,33170,Bank Transfer,236.84,2025-06-03
33171,33171,Bank Transfer,2438.1,2026-04-30
33172,33172,Credit Card,901.11,2026-01-16
33173,33173,Paypal,437.68,2025-10-04
33174,33174,Credit Card,1418.1299999999999,2024-11-07
33175,33175,Credit Card,233.22,2024-10-17
33176,33176,Credit Card,334.79999999999995,2024-08-31
33177,33177,Paypal,142.6,2025-07-05
33178,33178,Bank Transfer,102.96,2025-06-07
33179,33179,Bank Transfer,495.35,2025-05-31
33180,33180,Paypal,190.63,2026-05-08
33181,33181,Paypal,207.64,2026-04-15
33182,33182,Bank Transfer,2360.5,2024-08-19
33183,33183,Paypal,455.70000000000005,2025-11-04
33184,33184,Paypal,970.0,2025-09-26
33185,33185,Bank Transfer,109.79,2025-10-19
33186,33186,Paypal,931.44,2025-08-02
33187,33187,Credit Card,279.8,2025-04-30
33188,33188,Credit Card,243.1,2026-02-28
33189,33189,Bank Transfer,170.3,2026-06-04
33190,33190,Bank Transfer,995.9000000000001,2025-11-11
33191,33191,Credit Card,,2026-05-25
33192,33192,Bank Transfer,471.6,2025-01-03
33193,33193,Paypal,168.76,2025-06-23
33194,33194,Bank Transfer,180.92,2026-05-15
33195,33195,Bank Transfer,1424.72,2024-11-15
33196,33196,Bank Transfer,275.78,2025-05-07
33197,33197,Paypal,759.5,2025-09-21
33198,33198,Paypal,2409.35,2026-03-06
33199,33199,Credit Card,,2026-05-25
33200,33200,Credit Card,905.4,2025-02-02
33201,33201,Paypal,174.48,2026-02-19
33202,33202,Credit Card,932.4000000000001,2025-04-20
33203,33203,Credit Card,947.56,2026-01-27
33204,33204,Paypal,1115.31,2025-07-01
33205,33205,Credit Card,64.36,2024-12-01
33206,33206,Credit Card,204.8,2025-05-26
33207,33207,Credit Card,1309.32,2025-02-17
33208,33208,Bank Transfer,,2025-05-31
33209,33209,Paypal,526.78,2025-05-20
33210,33210,Credit Card,934.23,2025-06-27
33211,33211,Bank Transfer,678.54,2026-05-11
33212,33212,Bank Transfer,224.39999999999998,2026-05-29
33213,33213,Paypal,,2025-09-13
33214,33214,Credit Card,1931.88,2024-12-07
33215,33215,Paypal,234.12,2024-08-04
33216,33216,Credit Card,1013.75,2025-05-06
33217,33217,Bank Transfer,1856.12,2026-01-21
33218,33218,Paypal,1355.31,2025-03-16
33219,33219,Bank Transfer,541.85,2025-10-03
33220,33220,Bank Transfer,242.91,2025-09-07
33221,33221,Paypal,880.62,2025-05-07
33222,33222,Paypal,993.12,2024-11-18
33223,33223,Credit Card,239.29,2024-07-23
33224,33224,Credit Card,91.8,2025-05-11
33225,33225,Credit Card,1256.75,2025-05-18
33226,33226,Credit Card,801.78,2024-06-15
33227,33227,Paypal,167.52,2024-10-05
33228,33228,Credit Card,1954.84,2026-05-27
33229,33229,Paypal,1094.35,2024-06-12
33230,33230,Paypal,176.49,2025-10-18
33231,33231,Credit Card,535.48,2025-01-23
33232,33232,Bank Transfer,2297.75,2025-07-23
33233,33233,Bank Transfer,250.27,2025-06-25
33234,33234,Paypal,406.04999999999995,2026-01-29
33235,33235,Credit Card,26.9,2025-12-21
33236,33236,Paypal,251.54999999999998,2024-11-26
33237,33237,Credit Card,2425.65,2026-04-25
33238,33238,Credit Card,361.76,2025-07-23
33239,33239,Paypal,206.32,2025-01-12
33240,33240,Paypal,134.76,2024-07-23
33241,33241,Credit Card,209.94,2025-10-09
33242,33242,Paypal,522.1500000000001,2026-06-01
33243,33243,Bank Transfer,2132.6499999999996,2026-04-25
33244,33244,Bank Transfer,560.22,2025-10-28
33245,33245,Bank Transfer,2032.75,2024-11-23
33246,33246,Credit Card,440.46,2026-05-14
33247,33247,Paypal,1197.92,2024-09-19
33248,33248,Paypal,202.42,2024-07-04
33249,33249,Bank Transfer,1106.5500000000002,2024-08-02
33250,33250,Bank Transfer,1172.8,2025-11-19
33251,33251,Credit Card,2453.1,2025-02-05
33252,33252,Credit Card,55.85,2025-08-21
33253,33253,Paypal,145.6,2025-03-13
33254,33254,Credit Card,243.44,2024-07-04
33255,33255,Bank Transfer,948.24,2026-05-10
33256,33256,Paypal,352.6,2025-06-15
33257,33257,Bank Transfer,1260.52,2025-07-31
33258,33258,Paypal,972.1800000000001,2025-09-03
33259,33259,Paypal,791.1,2026-05-02
33260,33260,Bank Transfer,1176.8,2025-04-29
33261,33261,Credit Card,73.8,2025-10-02
33262,33262,Bank Transfer,1898.64,2026-01-27
33263,33263,Bank Transfer,334.23,2025-07-06
33264,33264,Bank Transfer,1299.76,2025-06-29
33265,33265,Credit Card,1211.46,2025-08-28
33266,33266,Paypal,273.06,2025-06-01
33267,33267,Bank Transfer,686.0699999999999,2025-05-07
33268,33268,Bank Transfer,309.87,2026-01-27
33269,33269,Paypal,337.62,2025-09-19
33270,33270,Credit Card,567.96,2024-06-05
33271,33271,Bank Transfer,207.96,2026-05-10
33272,33272,Bank Transfer,1556.25,2025-07-22
33273,33273,Credit Card,1035.24,2026-04-10
33274,33274,Credit Card,1265.8,2025-04-21
33275,33275,Bank Transfer,15.16,2024-10-26
33276,33276,Bank Transfer,553.6999999999999,2026-04-20
33277,33277,Credit Card,61.68,2025-07-23
33278,33278,Bank Transfer,2201.55,2025-02-17
33279,33279,Bank Transfer,2012.75,2026-03-18
33280,33280,Paypal,472.1,2024-08-05
33281,33281,Bank Transfer,112.17,2025-07-14
33282,33282,Bank Transfer,1193.1,2025-01-16
33283,33283,Bank Transfer,1526.6999999999998,2025-10-03
33284,33284,Credit Card,87.69,2026-04-25
33285,33285,Credit Card,63.83,2025-11-28
33286,33286,Paypal,538.25,2025-09-17
33287,33287,Bank Transfer,168.72,2024-11-02
33288,33288,Credit Card,473.62,2025-01-17
33289,33289,Credit Card,2146.9,2026-01-09
33290,33290,Paypal,318.45,2026-02-17
33291,33291,Bank Transfer,381.98,2025-04-05
33292,33292,Paypal,97.4,2026-03-18
33293,33293,Bank Transfer,498.57,2025-05-16
33294,33294,Bank Transfer,6.97,2025-02-24
33295,33295,Bank Transfer,1238.0500000000002,2026-04-12
33296,33296,Credit Card,1225.28,2024-11-06
33297,33297,Credit Card,315.52,2025-06-28
33298,33298,Bank Transfer,225.16,2026-02-18
33299,33299,Credit Card,275.61,2024-07-17
33300,33300,Credit Card,1184.05,2025-11-23
33301,33301,Bank Transfer,303.63,2025-08-10
33302,33302,Credit Card,96.39,2026-05-03
33303,33303,Bank Transfer,1110.93,2025-10-05
33304,33304,Bank Transfer,38.26,2024-11-03
33305,33305,Bank Transfer,644.97,2026-01-28
33306,33306,Paypal,1626.2,2024-12-12
33307,33307,Paypal,241.33,2025-06-01
33308,33308,Paypal,330.84,2024-12-22
33309,33309,Bank Transfer,1946.4,2026-01-29
33310,33310,Paypal,2076.4500000000003,2025-10-04
33311,33311,Bank Transfer,98.16,2026-03-02
33312,33312,Paypal,857.8199999999999,2025-03-03
33313,33313,Paypal,1411.5,2025-09-13
33314,33314,Paypal,252.69,2025-04-04
33315,33315,Bank Transfer,844.98,2025-01-24
33316,33316,Bank Transfer,1004.25,2025-08-02
33317,33317,Credit Card,2272.7000000000003,2025-09-13
33318,33318,Paypal,1422.88,2024-08-27
33319,33319,Bank Transfer,163.26,2026-02-18
33320,33320,Credit Card,654.54,2026-04-02
33321,33321,Paypal,1045.48,2025-06-28
33322,33322,Bank Transfer,966.81,2025-06-10
33323,33323,Paypal,944.8199999999999,2025-03-19
33324,33324,Paypal,946.68,2024-06-12
33325,33325,Paypal,1827.25,2024-08-22
33326,33326,Bank Transfer,554.56,2024-06-25
33327,33327,Bank Transfer,246.36,2026-04-20
33328,33328,Credit Card,551.73,2026-05-08
33329,33329,Bank Transfer,241.33,2025-03-10
33330,33330,Paypal,1830.44,2024-09-17
33331,33331,Paypal,1065.3,2024-08-25
33332,33332,Bank Transfer,364.0,2026-02-27
33333,33333,Paypal,234.12,2024-12-15
33334,33334,Bank Transfer,695.66,2025-12-19
33335,33335,Bank Transfer,,2024-12-09
33336,33336,Paypal,575.36,2025-12-24
33337,33337,Credit Card,148.23,2024-08-30
33338,33338,Credit Card,1146.69,2025-05-30
33339,33339,Credit Card,639.24,2024-06-19
33340,33340,Credit Card,748.06,2025-06-12
33341,33341,Bank Transfer,673.7,2025-06-21
33342,33342,Paypal,336.85,2026-03-26
33343,33343,Bank Transfer,373.64,2025-03-29
33344,33344,Paypal,238.1,2024-07-11
33345,33345,Credit Card,205.37,2025-04-28
33346,33346,Paypal,1135.92,2024-08-23
33347,33347,Credit Card,174.44,2024-08-05
33348,33348,Paypal,1552.8,2025-06-20
33349,33349,Credit Card,1576.88,2026-05-28
33350,33350,Paypal,678.54,2026-04-12
33351,33351,Paypal,509.61,2025-04-13
33352,33352,Bank Transfer,850.17,2024-08-23
33353,33353,Credit Card,981.24,2026-05-09
33354,33354,Credit Card,215.22,2025-12-17
33355,33355,Bank Transfer,2341.95,2025-12-20
33356,33356,Bank Transfer,467.04999999999995,2025-08-18
33357,33357,Bank Transfer,1497.15,2025-11-27
33358,33358,Credit Card,959.36,2024-11-20
33359,33359,Bank Transfer,47.53,2025-05-25
33360,33360,Credit Card,416.28,2024-07-04
33361,33361,Paypal,192.48,2025-08-31
33362,33362,Bank Transfer,485.73,2025-12-12
33363,33363,Bank Transfer,690.12,2024-10-24
33364,33364,Credit Card,1197.92,2024-12-10
33365,33365,Credit Card,1453.5,2024-10-04
33366,33366,Paypal,,2024-11-28
33367,33367,Paypal,357.64,2026-05-14
33368,33368,Bank Transfer,1888.8,2025-08-02
33369,33369,Bank Transfer,610.7,2026-03-29
33370,33370,Bank Transfer,1367.04,2024-07-06
33371,33371,Paypal,713.32,2026-04-27
33372,33372,Credit Card,1880.24,2025-04-21
33373,33373,Bank Transfer,,2025-02-22
33374,33374,Paypal,233.22,2026-01-03
33375,33375,Credit Card,425.34,2025-04-16
33376,33376,Bank Transfer,1382.3,2026-04-29
33377,33377,Credit Card,1988.48,2025-01-11
33378,33378,Paypal,1698.48,2026-05-15
33379,33379,Paypal,215.36,2026-01-24
33380,33380,Bank Transfer,1911.28,2025-01-21
33381,33381,Bank Transfer,263.25,2025-07-16
33382,33382,Credit Card,816.84,2025-08-21
33383,33383,Bank Transfer,1168.12,2025-10-15
33384,33384,Bank Transfer,9.59,2025-05-29
33385,33385,Paypal,838.56,2024-08-25
33386,33386,Credit Card,354.67,2025-01-03
33387,33387,Paypal,,2025-01-14
33388,33388,Bank Transfer,499.5,2026-01-13
33389,33389,Bank Transfer,1807.92,2025-01-17
33390,33390,Bank Transfer,240.74,2025-02-18
33391,33391,Bank Transfer,191.29999999999998,2025-09-19
33392,33392,Paypal,242.83,2026-05-06
33393,33393,Credit Card,798.26,2025-03-13
33394,33394,Credit Card,471.70000000000005,2025-12-31
33395,33395,Paypal,,2026-05-12
33396,33396,Bank Transfer,,2025-09-09
33397,33397,Bank Transfer,253.89,2024-12-16
33398,33398,Paypal,148.18,2024-10-05
33399,33399,Bank Transfer,1550.48,2026-04-16
33400,33400,Paypal,786.7,2025-07-03
33401,33401,Credit Card,441.67,2025-03-08
33402,33402,Credit Card,1468.56,2024-06-15
33403,33403,Paypal,1755.24,2024-07-24
33404,33404,Credit Card,766.34,2026-01-14
33405,33405,Credit Card,,2024-06-21
33406,33406,Credit Card,574.46,2026-03-30
33407,33407,Bank Transfer,195.95999999999998,2024-11-26
33408,33408,Bank Transfer,1210.0,2025-10-12
33409,33409,Credit Card,451.14,2024-08-18
33410,33410,Bank Transfer,368.34,2024-08-23
33411,33411,Paypal,1214.55,2025-11-22
33412,33412,Paypal,125.9,2024-10-02
33413,33413,Credit Card,996.2,2025-07-30
33414,33414,Bank Transfer,554.76,2025-12-07
33415,33415,Paypal,575.36,2025-03-26
33416,33416,Bank Transfer,742.83,2024-08-14
33417,33417,Credit Card,289.17,2025-05-07
33418,33418,Paypal,1181.68,2024-07-30
33419,33419,Bank Transfer,609.36,2025-04-07
33420,33420,Paypal,370.5,2025-07-17
33421,33421,Credit Card,1470.0,2026-02-08
33422,33422,Paypal,18.48,2025-07-06
33423,33423,Credit Card,1705.0,2025-03-05
33424,33424,Credit Card,47.53,2025-06-01
33425,33425,Bank Transfer,291.48,2026-04-11
33426,33426,Credit Card,1583.28,2024-10-17
33427,33427,Paypal,126.41,2024-06-28
33428,33428,Bank Transfer,1225.28,2025-11-05
33429,33429,Credit Card,,2025-11-28
33430,33430,Paypal,971.64,2024-10-23
33431,33431,Credit Card,736.25,2025-05-20
33432,33432,Bank Transfer,727.72,2025-04-08
33433,33433,Bank Transfer,326.52,2025-06-05
33434,33434,Bank Transfer,80.08,2025-10-11
33435,33435,Credit Card,,2026-03-03
33436,33436,Bank Transfer,357.39,2025-10-12
33437,33437,Paypal,1272.75,2025-11-12
33438,33438,Bank Transfer,557.16,2025-12-15
33439,33439,Bank Transfer,79.39,2025-07-05
33440,33440,Bank Transfer,80.72,2026-05-01
33441,33441,Bank Transfer,939.9,2025-07-24
33442,33442,Bank Transfer,430.6,2026-04-30
33443,33443,Credit Card,872.04,2025-02-02
33444,33444,Paypal,734.0999999999999,2024-08-11
33445,33445,Paypal,1751.68,2025-02-26
33446,33446,Credit Card,421.67,2025-07-18
33447,33447,Paypal,1026.12,2025-08-12
33448,33448,Credit Card,369.92,2026-02-04
33449,33449,Credit Card,172.85,2025-08-31
33450,33450,Credit Card,337.62,2024-06-15
33451,33451,Bank Transfer,23.36,2025-09-04
33452,33452,Credit Card,1574.65,2025-11-26
33453,33453,Bank Transfer,551.56,2025-09-03
33454,33454,Credit Card,341.28,2026-03-31
33455,33455,Credit Card,1145.43,2024-08-14
